id,litera,cuvant_cheie,continut
50,C,CĂSĂTORIE,"Căsătoria este instituită de Dumnezeu. 51 ap; 21 Gang.
- Cleriul care se abţine de la căsătorie nu pentru înfrânare, ci pentru că o consideră păcat să se caterisească şi să se lepede din Biserică. 51 ap.
- Cel ce defaimă căsătoria să fie anatema. 1, 4, 9, 10, 14 Gang.
- Căsătoria după hirotonie este oprită. Cei ce au intrat în cler necăsătoriţi nu se mai pot căsători, afară de cazul când sunt numai citeţi sau cântăreţi. Cei ce calcă această dispoziţie să se caterisească. 26 ap.; 3, 6, 13 Trul.; 11 Neocez.
- Episcopii trebuie să fie necăsătoriţi. Cei ce nesocotesc această dispoziţie să se caterisească. 12 Trul.
- Diaconii se pot căsători şi după hirotonie. 10 Ancira (abrogat prin can. 6 Trul.).
- Căsătoria dintre ortodocşi şi eretici sau păgâni nu e permisă. Cel ce nu respectă această dispoziţie se afuriseşte. dacă însă doi eterodocşi au încheiat o căsătorie legală şi unul din ei se converteşte apoi la credinţa ortodoxă, iar celălalt rămâne tot eterodox, căsătoria lor să nu se desfacă, dacă soţii se învoiesc să trăiască împreună mai departe. 72 Trul.; 14 sin. IV ec.; 10 Laod.; 23 Ioan  Ajunatorul.
- Căsătoria ortodocşilor cu ereticii e permisă numai în cazul când partea eretică promite că va trece la Ortodoxie. 31 Laod.; 14 sin. IV ec.
- Cei ce a avut o concubină sau s-a căsătorit cu o văduvă, ori divorţată, ori desfrânată nu poate fi cleric. 17, 18 ap.; 3 Trul.
- Căsătoria (consecutiv) cu două surori sau cu două nepoate de frate sau de soră este oprită. 19 ap.; 5 Teofil
- Diaconiţele care se căsătoresc să fie anatema şi ele, şi cei ce le iau de soţii. 15 sin. IV ec.
- Nu se cuvine a ţine nunţi în Patruzecime. 52 Laod.
- Căsătoria în săptămâna I-a după Paşti e oprită. 66 Trul.
- Cei ce se căsătoreşte cu logodnica altuia să se pună sub acuză de adulter. 98 Trul.; 22 Ioan  Ajunatorul.
- Cei ce s-au căsătorit cu două surori, sau cel ce a luat pe soţia fratelui său, sau pe sora soţiei sale, nu se primeşte la pocăinţă înainte de a se desface acea căsătorie nelegiuită. 23, 78, 87 Vasile cel Mare; 11 Tim. Alexandrinul.
- Cei ce din neştiinţă încheie o căsătorie nelegiuită să fie tratat cu blândeţe, dacă desface căsătoria şi regretă în mod sincer ceea ce a făcut. 13 Teofil
- Presbiterul care, din neştiinţă, a încheiat o căsătorie ilegală pierde dreptul de a săvârşi serviciul divin, însă i se permite să poarte denumirea de presbiter şi să şadă între preoţi, bineînţeles dacă a desfăcut căsătoria ilegală. 26 Trul.; 27 Vasile cel Mare
 Vezi şi IMPEDIMENTE LA CĂSĂTORIE, DIVORŢ.
CĂSĂTORIA a II-a se permite. 87 Vasile cel Mare.
- Cel ce s-a căsătorit de două ori după botez nu poate fi cleric. 17 ap.; 3 Trul.; 12 Vasile cel Mare.
- Presbiterul să nu ia parte la nunţile celor căsătoriţi a două oară. 7 Neocez.
CĂSĂTORIA a IV-a e oprită. 4 Vasile cel Mare."
51,C,CÂNTAREA,"Cântarea bisericească să fie lină. Cei ce cântă în biserică să nu strige, «silind firea spre răcnire». 75
Trul. 
În Biserică nu se cântă cântări neaprobate de autoritatea bisericească. 59 Laod."
52,C,CÂRCIUMA,"Clericii nu au voie să intre în cârciumă. Cei ce mănâncă în cârciumă, afară de cazul când sunt în călătorie, să se afurisească. 54 ap.; 24 Laod.; 40 Cartag.
- Clericul care ţine cârciumă, ori să înceteze, ori să se caterisească: 9 Trul."
53,C,CELIBAT,"Cei ce sunt apţi de a fi clerici pot fi hirotoniţi şi dacă nu sunt căsătoriţi, însă după hirotonie nu mai au voie să se căsătorească. 26 ap.; 6 Trul.; 6 Vasile cel Mare.
- Cel ce a făcut vot de celibat nu se mai poate căsători. 16 sin. IV ec.; 18 Vasile cel Mare.
- Celibatul nu este condiţie la intrarea în cler. 13 Trul."
54,C,CETATE,"Dacă o cetate este ridicată în rang de către autoritatea de stat, să aibă şi biserică în vedere acest lucru şi împărţirea teritoriilor bisericeşti să urmeze celei politice. 17 sin. IV ec.; 38 Trul.
- Dacă o cetate a fost onorată cu titlul de Mitropolie, atunci şi episcopul de acolo se va bucura de onoruri mitropolitane, însă prin aceasta nu se va aduce nici o ştirbire drepturilor vechiului Mitropolit, 12 sin. IV ec.
- Să nu fie doi Episcopi într-o cetate. 8 sin. I ec.;"
55,C,CINCIZECIME,"În zilele Cincizecimii trebuie să ne rugăm stând, nu plecând genunchii la pământ. 20 sin. I ec.; 91 Vasile cel Mare."
56,C,CIRCUMSCRIPŢIIL E BISERICEŞTI.,Împărţirea lor să se facă avându-se în vedere împărţirea politică a statului. 17 sin. IV ec.; 38 Trul.
57,C,CIRCUMSTANŢE AGRAVANTE,Păcatele săvârşite cu neruşinare se pedepsesc mai aspru. 37 Nichifor Mărt.
58,C,CIRCUMSTANŢE ATENUANTE.,"Cel ce-şi mărturiseşte singur păcatul va fi supus unor epitimii mai blânde; iar celui ce, în timpul penitenţei dă dovezi de îndreptare i se poate scurta timpul penitenţei. 4, 5 Grig. Nyssa; 61 Vasile cel Mare; 13 Teofil; 29, 30 Nichifor"
59,C,CITAŢIE,"Clericul care este învinuit de ceva trebuie citat în faţa forului judecătoresc competent, pentru a fi judecat. dacă nu se prezintă, va fi judecat şi pedepsit în lipsă. 74 ap.; 19 Cartag."
60,C,CLERIC,"Cleric poate fi orice creştin vrednic, fără a se avea în vedere neamul din care se trage. 33 Trul.
- În cler poate fi primit: cel vătămat la ochi sau rănit la picior. 77 ap.; 
cel ce a fost în mod forţat castrat de alţii sau dacă s-a născut famen. 21 ap.; 
 cel născut din flori sau din căsătoria a două sau a treia. 8 Nichifor
- Nu poate fi cleric: cel ce s-a căsătorit de două ori după botez, sau care a avut concubină. 17 ap.; 3 Trul.; 12 Vasile cel Mare; 
cel ce s-a căsătorit cu o văduvă sau divorţată sau desfrânată. 18 ap.; 3 Trul.; 
cel ce a fost căsătorit cu două surori sau cu o nepoată de soră. 19 ap.; 5 Teofil; 
cel ce s-a mutilat. 22 ap.; 11; 
cel ce este dovedit ca desfrânat sau adulter. 61 ap.; 9 Neocez.; 3 Teofil; 7, 36 Nichifor Mărt.; 
cel ce este surd sau orb. 78 ap.; 
cel ce are demon. 79 ap.; 
cel ce e botezat de curând. 80 ap.; 2,1; 10 Sard.; 3 Laod.; 
cel ce a fost botezat pe patul de boală. 12 Neocez.; 
cel ce s- a lepădat de credinţă, fără a fi fost forţat, 3 Atanasie cel Mare.; 
cel ce are în familia Să membri eterodocşi. 36 Cartag.; acela a cărui soţie a comis un adulter.8 Neocez.; 21 Ioan  Ajunatorul; cel ce în copilărie a fost pângărit de cineva. 30 Ioan  Ajunatorul; cel care a furat bunuri publice. 42 Ioan  Ajunatorul.
- Clericul care se castrează pe sine să se caterisească. 23 ap.; 11.
- Nimeni nu poate fi primit în cler fără a i se examina conduita sa religioasă şi morală. 9 sin. I ec.; 89 Vasile cel Mare; 4 Chiril
- Nimeni nu are dreptul să îndeplinească vreo funcţie clericală înainte de a fi primit formal în cler. 14 sin VII ec.
- Nimeni nu poate fi primit în cler fără o destinaţie specială. 6 sin. IV ec.
- Clericul nu poate fi în acelaşi timp titular la două biserici. 10 sin. IV ec.; 15 sin VII ec.
- Clericii străini să nu se primească de către alţi Episcopi. 54, 90 Cartag.
- Clericul care se mută în altă parohie, împotriva voinţei Episcopului său, să fie silit să se înapoieze la parohia sa, iar dacă nu vrea, să fie excomunicat. 15 ap.; 15, 16 sin. I ec.; 5, 20IV; can. 3 Antioh zice: să fie caterisit.
- Nici un cleric nu poate pleca spre a se aşeza în altă eparhie fără scrisoare de demitere (canonică) de la Episcopul său. Cel ce pleacă fără o astfel de scrisoare să se caterisească atât el, cât şi Episcopul care l-a primit. 17 Trul.; 10 sin VII ec.; 13 sin. IV ec.
- Dacă un cleric afurisit merge în alta eparhie, şi acolo e primit fără scrisori de recomandare, să se afurisească, atât el, cel primit, cât şi cel care 1-a primit. 12, 13 ap.
- Clericul care, hirotonit fiind pe seama unei biserici, nu vrea să meargă şi să ocupe locul pentru care a fost hirotonit să se afurisească. Dacă însă (Episcop fiind) se duce, dar nu-1 primeşte poporul, atunci să fie afurisiţi clericii acelui ţinut. 36 ap.; 17 Antioh.
- Numirea unui cleric făcută într-o altă eparhie, fără învoirea Episcopului său, e nulă. 15 Sard.
- Clericul care petrece mai mult timp în altă eparhie fără autorizaţia Episcopului său să fie pedepsit. 23 sin. IV ec.; 16 Sard.
- Clericul care e transferat de la o biserică la alta să nu se amestece în chestiunile bisericii de la care a fost transferat. În caz contrar, se cateriseşte. 10 sin. IV ec.
- Clericul să nu facă nimic fără învoirea Episcopului. 39 ap.; 57 Laod.
- Să nu călătorească fără ştirea episcopului. 41 Laod.
- Să nu călătorească fără carte canonică. 42 Laod.
- Clericul care defaimă pe Episcopul său, sau pe un alt cleric, să se caterisească. 55, 56 ap.
- Clericul care nu se supune Episcopului său să fie pedepsit cu pedepsele prevăzute de canoane. 8 sin. IV ec.
- Clericul care face sau participă la complot împotriva stăpânirii de stat, împotriva Episcopului, sau împotriva altor clerici, să se caterisească. 31 ap.; 84 sin. IV ec.; 34 Trul.
- Clericul care defaimă pe Episcopul său şi, separându-se de el, face adunare îndeosebi, deşi nu ştie nici o vină asupra Episcopului, să se caterisească. 31 ap.; 31 Trul.; 4 Vasile cel Mare; 5 Antioh; 35 Laod.; 13, 14 Const. I-II; 10 Cartag. Alte canoane spun: să fie anatema. 6 Gang.; 11 Cartag.
- Clericul care liturghiseşte sau botează în afară de biserică, fără învoirea Episcopului, să fie caterisit. 31, 59 Trul.; 10 sin VII ec.; 12 Const. I-II.
- Clericul care nu pomeneşte la Liturghie pe Episcopul său sau Episcopul care nu pomeneşte pe Mitropolitul său să se caterisească. 13-15 Const. I-II.
- Clericul care se face vinovat de desfrânare, sperjur, furt sau alt păcat de moarte să se caterisească. 25 ap.; 4 Trul.; 3, 32 Vasile cel Mare; 18 Ioan  Ajunatorul.
- Cel caterisit, dacă îndrăzneşte să facă servicii divine, «să nu mai aibă nădejde.. de reintegrare». 4 Antioh; 28 ap.; 29 Cartag.
- Clericul care se îndeletniceşte cu vrăjitoria, sau cu descântec, sau cu ghicitoria, sau cu astrologia să se arunce din Biserica. 36 Laod.; 72 Vasile cel Mare.
- Ereticul nu poate fi martor împotriva clericului. Un singur martor nu-i suficient pentru a dovedi vinovăţia clericului. 75 ap.
- Clericul să se despartă de soţia sa, dacă aceasta a comis adulter. Dacă nu se desparte, să înceteze din preoţie. 8 Neocez.; 21, 62 Ioan  Ajunatorul.
- Alegerile clericilor se fac de cler şi credincioşi. 6 Sard.; 50 Cartag.; 89 Vasile cel Mare; 7 Teofil
- Clericul care refuză promovarea ce i se face de către Episcop să fie scos şi din treapta pe care n-a vrut să o părăsească. 31 Cartag."
61,C,COMERŢ,Cel ce face comerţ în curtea bisericii să se afurisească. 76 Trul.
62,C,COMPLICITATE,"Clericii sau monahii care se unesc cu cei ce dispreţuiesc sau vor să facă vreun rău stăpânirii de stat, sau altor clerici, să se caterisească. 31 ap., 84 ap.; 18 sin. IV ec.; 34 Trul."
63,C,CONCUBINAJUL,"Concubinajul nu este nuntă. De aceea, cei ce trăiesc astfel să se despartă. 26 Vasile cel Mare.
- Cel ce trăieşte în concubinaj cu femeia căsătorită sau logodită cu altul e vinovat de adulter. 37 Vasile cel Mare."
64,C,CONSPIRAŢIE,Vezi CATERISIRE.
65,C,CONTUMACIE,"Clericul care este citat în faţa forului judecătoresc bisericesc şi nu se prezintă va fi judecat în lipsă. 74 ap.; 19, 77 Cartag."
66,C,COPIII,"Copiii despre care nu se ştie dacă sunt botezaţi sau nu trebuiesc botezaţi. 72 Cartag. Dacă dovedesc viaţă vrednică de preoţie, pot fi hirotoniţi. 8 Nichifor ."
67,C,CREDINŢA,6 Neocez.; 1 sin. II ec.; 7 sin. III ec.; 2 Cartag.; 1 Trul.
68,C,CRUCE,91 Vasile cel Mare; 73 Trul.
69,C,CTITOR,1 Const. I-II.
70,C,CUMINECĂTURA,"Cuminecătura, celor bolnavi de moarte să li se dea, chiar dacă se află sub epitimie, ca să nu fie lipsiţi de merindea cea mai de pe urmă. 13 sin. I ec.; 6 Ancira; 7 Cartag.; 73 Vasile cel Mare; 2, 5 Grig. Nyssa.
- Clericul care cere plată pentru Sf. Cuminecătură să se caterisească. 23 Trul.; Ghenadie al Constantinopolului.
- Sf. Jertfa să o săvârşească numai persoane care au ajunat. 29 Trul.; 41 Cartag.
- Celui bolnav, în primejdie de moarte, se cuvine să i se dea Sf. Cuminecătură, «chiar şi după ce a gustat mâncare». 9 Nichifor Mărt.
- Numai clericii au voie să se cuminece în altar. 19 Laod.
- «Nu se cuvine călugăriţelor să se împărtăşească de la călugărul presbiter tânăr când acesta slujeşte şi împărtăşeşte». 23 Nichifor Mărt."
71,C,CUMUL,"Un cleric nu poate funcţiona, în acelaşi timp, la două biserici. Cel ce nu respectă această dispoziţie se cateriseşte. Excepţie se admite numai acolo unde este lipsă de clerici. 10 sin. IV ec.; 15 sin VII ec."
72,C,CUSCRIA,"Cuscria este impediment la căsătorie până la gradul IV inclusiv. De aceea este interzis să se căsătorească: tatăl şi fiul cu mama şi fiica (gr. II); tatăl şi fiul cu două surori (gr. III); doi fraţi şi două surori (gr. IV). Cei ce nesocotesc această rânduială «să cadă sub canon de 7 ani, fireşte după ce s-au despărţit de însoţirea nelegiuită». 54 Trul. Vezi şi RUDENIA."
73,D,DARUL,Darul dumnezeiesc nu se vinde. Clericul care cere plată pentru Sf. Cuminecătură să se caterisească. 23 Trul.; Vezi şi: SIMONIE.
74,D,DEFĂIMARE,"Clericul care defăimează pe Episcop să se caterisească. 55 ap.; 13 Const. I-II.
- Clericii inferiori care defăimează pe presbiteri sau pe diaconi să se afurisească. 56 ap.
- Episcopul care defăimează pe mitropolitul său să se caterisească. 14 Const. I-II.
- Clericul care defăimează stăpânirea de stat sau pe dregători să se caterisească; mireanul să se afurisească. 84 ap.
- Clevetitorii nu au dreptul să acuze pe Episcop. 8 Cartag.
- Clericii să nu fie bârfitori. 89 Vasile cel Mare. Vezi şi: DISPREŢ."
75,D,DEFECTE CORPORALE,"Cel ce este vătămat la ochi sau rănit la picior, dar are celelalte calităţi fizice şi psihice, poate fi cleric. 77 ap.
- Cel surd sau orb nu poate fi cleric. 78 ap."
76,D,DEGRADARE,"Episcopul nu poate fi degradat la treapta de presbiter, căci dacă nu e vrednic să săvârşească Sf. Taine ca Episcop, nu este vrednic să le săvârşească nici ca presbiter. 29 sin. IV ec."
77,D,DEMISIE,"Episcopul, în principiu, nu poate demisiona. 36 ap.; 29 sin. IV ec.; 17 Antioh; 3 Chiril
- Episcopul nu poate fi înlocuit decât dacă-şi dă demisia sau dacă e caterisit. 16 Const. I-II."
78,D,DEPUNERE,Vezi şi: CATERISIRE.
79,D,DEZBINARE,"Cei ce produc dezbinări în Biserică, prin nesupunere faţă de autorităţile bisericeşti, să fie predaţi autorităţilor lumeşti, pentru a fi pedepsiţi. 5 Antioh; 9 Const. I-II. Vezi şi: SCHISMA."
80,D,DESCÂNTĂTOR,Vezi: VRĂJITOR.
81,D,DESFACEREA CĂSĂTORIEI,Vezi: DIVORŢ.
82,D,DESFRÂNARE,"Clericul care se face vinovat de desfrânare să se caterisească. 25 ap.; 4 Trul.; 3, 32, 69 Vasile cel Mare; 18 Ioan Post.
- Presbiterul care desfrânează să fie exclus de la rugăciunea comună şi să fie pus în rândul penitenţilor. 1 Neocez.
- Cel ce se căsătoreşte cu desfrânată nu poate fi cleric. 18 ap.; 3 Trul.
- Cel ce e dovedit că a desfrânat să nu se promoveze în cler. 61 ap.; 7, 36 Nichifor Mărt. Dacă din greşeală a fost promovat, să fie exclus din cler. 3, 6, 9 Teofil
- Monahii care desfrânează să fie supuşi epitimiilor pentru desfrânaţi. 44 Trul. Să fie supuşi epitimiei adulterilor. 60 Vasile cel Mare; să nu se împărtăşească doi ani, în care timp să postească şi să facă mătănii. 16 Ioan  Ajunatorul. Vezi şi: ADULTER."
83,D,DEZLEGAREA DE AFURISIRE,"Clericul afurisit nu poate fi dezlegat decât de Episcopul care l-a afurisit, sau de urmaşul legitim al acestuia. 32 ap.; 6 Antioh."
84,D,DEZLEGAREA POSTULUI,Cei bolnavi sunt dispensaţi de a posti. 69 ap.; 10 Tim. Alex.
85,D,DEVOLUŢIUNEA,"(Dreptul de devoluţiune). Dacă un Episcop sau Mitropolit întârzie să instituie econom în eparhia sa, sau să completeze posturile necesare, sau nu rezolvă chestiunile bisericeşti în conformitate cu canoanele, Patriarhul pentru Mitropoliţi şi Episcopii sufragani, sau Mitropolitul pentru Episcopii săi, are dreptul de a completa posturile vacante, sau de a rezolva chestiunile bisericeşti din acea eparhie fără ierarhul respectiv. De asemenea, şi Episcopul are dreptul de a institui econom la mănăstire, dacă egumenul nu completează acest post. 11 sin VII ec.; 52, 55 Cartag."
86,D,DIACONUL,"Diaconul se hirotoneşte de un Episcop. 2 ap.
- Nu poate face nimic fără ordinul Episcopului. 15, 39 ap.
- Să nu se mute din oraş în oraş. Dacă pleacă în altă eparhie fără învoirea Episcopului, să nu mai liturghisească , ci «să se împărtăşească ca un laic». 15 ap.; 15 sin. I ec.;
- Diaconul care-şi părăseşte parohia să şi nici la invitarea Episcopului nu vrea să se întoarcă la locul de unde a plecat să se caterisească. 3 Antioh.
- Nu poate fi primit în altă eparhie fără scrisoare de recomandare. 33 ap.
- Care-şi leapădă soţia, sub cuvânt de evlavie, să se afurisească, iar dacă persista, să se caterisească. 5 ap.; 13 Trul.
- Nu poate fi diacon cel ce s-a căsătorit de două ori după botez sau a avut concubină. 17 ap.; 12 Vasile cel Mare; sau dacă a luat văduvă, sau lepădată, sau desfrânată. 18 ap.; 3 Trul.
- Nu poate cumineca pe preoţi, 18 ap.;
- Să stea la serviciile divine în urma preoţilor. dacă nu se supune acestei dispoziţii, să piardă diaconia. 7 Trul.; 18 sin. I ec.; 20 Laod. Însă în cazul când este reprezentantul Episcopului, Mitropolitului sau al Patriarhului, la adunări afară de biserică (adică nu la serviciile divine), «atunci i se va da cinstea ca celui ce suplineşte locul aceluia». Deci va putea sta chiar între Episcopi. 7 Trul.
- Care e neînsurat, dacă declară la hirotonie că are de gând să se căsătorească, se poate căsători şi după hirotonie. 10 Ancira.
- Care s-a hirotonit necăsătorit nu se mai poate căsători. 26 ap.; 6 Trul. Vezi şi: CLERIC."
87,D,DISC,Clericul care-şi însuşeşte şi profanează Sf. Disc să se caterisească 10 Const. I-II.
88,D,DISPENSA,"Episcopul are dreptul de a dispensa pe fiii săi sufleteşti de la observarea anumitor prescripţii canonice. 12 sin. I ec.; 16 sin. IV ec.; 102 Trul.; 2, 5, 7 Ancira; 6, 43 Cartag.; 1 Vasile cel Mare; 4, 5, 7 Grig. Nyssa."
89,D,DISPREŢ,"Clericul care dispreţuieşte pe Episcopul său şi se separă de el să se caterisească; mireanul să se afurisească. 31 ap.; 5 Antioh; 10, 11 Cartag."
90,D,DIVORŢ,"Clericul care divorţează de soţia sa, din motiv de evlavie, să se afurisească, iar dacă stăruie în greşeală, să se caterisească. 5 ap.; 15 Trul.
- Presbiterul care, din neştiinţă, a încheiat o căsătorie ilegală trebuie să divorţeze. 26 Trul.
- Clericul trebuie să divorţeze de soţia sa, dacă ea a comis adulter. dacă nu divorţează, încetează de a mai fi cleric. 8 Neocez.; 21, 62 Ioan  Ajunatorul."
91,D,DOBÂNDA,Vezi: CAMĂTA.
92,D,DOJANA,"Episcopul care, afară de forţă majoră, nu merge la sinod, să fie mustrat, frăţeşte. 19 sin. IV ec.; 8 Trul."
93,D,DOVEZI LA JUDECATĂ,"Pentru a dovedi vinovăţia cuiva, se cer cel puţin doi martori. Un martor nu e suficient. 75 ap.; 85 Trul.; 132 Cartag.
- Nimeni nu poate fi pedepsit fără a se dovedi vinovăţia lui. 133 Cartag. Vezi şi MARTOR."
94,D,DOXOLOGIA,"«Mărire Tatălui, împreună cu Fiul şi cu Duhul Sfânt» este ortodoxă. Aceasta se poate dovedi cu Sf. Tradiţie. 92 Vasile cel Mare."
95,D,DUHOVNICUL,"Duhovnicul să dea fiecărui penitent doctoria duhovnicească potrivită păcatelor săvârşite de acesta. 1, 8 Grig. Nyssa; 102 Trul.; Ioan Hrisostom. Îndrumări adresate duhovnicilor.
- Să nu divulge păcatele ce i-au fost mărturisite în Taina Spovedaniei. 34 Vasile cel Mare; 28 Nichifor Mărt.; 132 Cartag.
- Să se oprească de la Sf. Cuminecătură, dar să nu interzică intrarea în biserică celor ce mărturisesc păcate grele, ascunse. 28 Nichifor .
- Să procedeze cu chibzuinţă cu cei ce, de bunavoie, îşi mărturisesc păcatele. 30 Nichifor ."
96,D,DUMINICA,"Clericul care posteşte (post sec) Sâmbăta sau Duminica (afară de Sâmbăta Mare) să se caterisească; mireanul să se afurisească. 66 ap.; 55 Trul.;
- «Dacă cineva, pentru asceza părută, ar ajuna Duminica, să fie anatema». 18 Gang."
97,D,DUMNEZEU.,Orice acţiune să înceapă şi să sfârşească cu Dumnezeu. 1 Trul.
98,E,ECDIC,Vezi: AVOCAT.
99,E,ECONOM,"Fiecare eparhie să aibă un econom cleric, care să chivernisească averea bisericească «după socotinţa Episcopului său». 26 sin. IV ec.; 11 sin VII ec.
- Dacă Episcopul nu numeşte econom în eparhia sa, are dreptul să numească Mitropolitul econom, în acea eparhie, peste capul Episcopului, sau Patriarhul peste capul Mitropolitului. 11 sin VII ec.
- «Venitul Bisericii văduvite să se păstreze nevătămat de către economul acelei Biserici». 25 sin. IV ec."
100,E,EGUMENUL,"Egumenul  are datoria de a supraveghea pe călugări. Cel ce neglijează această datorie să fie afurisit. 3 Const. I-II.
- Care primeşte pe cineva în monahism, fără a fi făcut ucenicie (noviciat), să fie înlăturat din egumenie. 5 Const. I-II.
- Călugării care ies din mănăstire fără învoirea egumenului «să se supună epitimiilor cuvenite». 46 Trul.
- Egumenul care risipeşte averea mănăstirii, sau o vinde, să fie izgonit din mănăstire. 12 sin VII ec.
- Egumenul care e presbiter are voie să săvârşească hirotesie de citeţ şi ipodiacon în mănăstirea sa. 14 sin VII ec.; 6 Nichifor Mărt.
- Egumenul care primeşte în mănăstire, pentru bani, pe cei ce intră în monahism să se caterisească. 19 sin VII ec.
- Se numeşte de Episcop. 80 Cartag.; 1 Const. I-II.
- Episcopul nu are voie să pună egumen la o mănăstire din eparhia Să pe un călugăr din altă eparhie, dacă acesta nu aduce scrisoare de demitere de la Episcopul competent. 80 Cartag.
- Legătura pusă de egumen asupra unui călugăr poate fi dezlegată de Episcop. 7 Nic. al Constantinopolului."
101,E,EPARHIA,"Eparhia este condusă de Episcop. 9 Antioh.
- Episcopul nu are voie să meargă, nepoftit, în eparhie străină şi să se amestece în afacerile acelei eparhii. 35 ap.; 2 sin. II ec.; 20 Trul.; 18 Ancira; 3, 11 Sard.; 13, 22 Antioh.
- «Împărţirea parohiilor (eparhiilor) bisericeşti să urmeze alcătuirilor civile şi de stat». 17 sin. IV ec.; 38 Trul."
102,E,EPILEPSIE,Cei ce suferă de epilepsie cronică nu pot fi clerici. 79 ap.
103,E,EPISCOPIE,Episcopul care zideşte mănăstiri în paguba Episcopiei «să se supună certării cuvenite». 7 Const. I-II. Vezi şi: EPARHIE.
